Revista;Publisher;DOI;Proprietary Identifier;Print ISSN;Online ISSN;01-2019;02-2019;03-2019;Archivo;Usuario;Recurso
Revista Española de Anestesiología y Reanimación;Elsevier; ;REDAR;0034-9356;;0;1;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Anestesiología y Reanimación (English Edition);Elsevier; ;REDARE;2341-1929;2341-1929;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Artroscopia y Cirugía Articular;Elsevier; ;REACA;2386-3129;;1;7;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Cardiología;Elsevier; ;RECESP;0300-8932;1579-2242;0;1;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Cardiología (English Edition);Elsevier; ;REC;1885-5857;;0;3;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Cirugía Oral y Maxilofacial;Elsevier; ;MAXILO;1130-0558;;11;24;47;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Geriatría y Gerontología;Elsevier; ;REGG;0211-139X;1578-1747;0;2;6;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Investigación de Marketing ESIC;Elsevier; ;SJME;1138-1442;;1;9;15;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Medicina Legal;Elsevier; ;REML;0377-4732;2173-917X;0;2;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Patología;Elsevier; ;PATOL;1699-8855;1988-561X;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Española de Podología;Elsevier; ;REPOD;0210-1238;0210-1238;7;6;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Europea de Dirección y Economía de la Empresa;Elsevier; ;REDEEN;1019-6838;;8;59;41;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Hispanoamericana de Hernia;Elsevier; ;REHAH;2255-2677;2255-2677;0;3;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Iberoamericana de Automática e Informática Industrial RIAI;Elsevier; ;RIAI;1697-7912;1697-7920;24;55;59;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Iberoamericana de Cirugía de la Mano;Elsevier; ;RICMA;1698-8396;;2;2;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Iberoamericana de Educación Superior;Elsevier; ;RIDES;2007-2872;2007-2872;26;99;76;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Iberoamericana de Psicología y Salud;Elsevier; ;RIPS;2171-2069;1989-9246;0;11;32;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Internacional de Acupuntura;Elsevier; ;ACU;1887-8369;1988-6705;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Internacional de Andrología;Elsevier; ;ANDROL;1698-031X;1698-0409;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería;Elsevier; ;RIMNI;0213-1315;1886-158X;3;18;93;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Latinoamericana de Cirugía Ortopédica;Elsevier; ;RSLAOT;2444-9725;2444-9725;1;2;7;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Latinoamericana de Derecho Social;Elsevier; ;RLDS;1870-4670;2448-7899;8;21;23;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Latinoamericana de Psicología;Elsevier; ;RLP;0120-0534;0120-0534;11;38;60;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Médica Clínica Las Condes;Elsevier; ;RMCLC;0716-8640;;74;493;853;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Médica del Hospital General de México;Elsevier; ;HGMX;0185-1063;;0;4;26;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Biodiversidad;Elsevier; ;RMB;1870-3453;;22;25;89;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Ciencias Políticas y Sociales;Elsevier; ;RMCPS;0185-1918;;9;62;74;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Oftalmología;Elsevier; ;MEXOFT;0187-4519;0187-4519;1;13;15;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Opinión Pública;Elsevier; ;RMOP;1870-7300;;1;16;16;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Ortodoncia;Elsevier; ;RMO;2395-9215;2395-9215;6;36;37;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Trastornos Alimentarios;Elsevier; ;RMTA;2007-1523;2007-1523;2;0;9;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Mexicana de Urología;Elsevier; ;UROMX;2007-4085;;3;10;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Odontológica Mexicana;Elsevier; ;RODMEX;1870-199X;1870-199X;7;34;44;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Paulista de Pediatria;Elsevier; ;RPPED;0103-0582;1984-0462;0;0;13;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Paulista de Pediatria  (English Edition);Elsevier; ;RPPEDE;2359-3482;2359-3482;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Portuguesa de Cardiologia;Elsevier; ;REPC;0870-2551;2174-2030;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Portuguesa de Estomatologia, Medicina Dentária e Cirurgia Maxilofacial;Elsevier; ;RPEMD;1646-2890;1647-6700;2;3;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Portuguesa de Pneumologia;Elsevier; ;RPPNEU;0873-2159;;2;10;6;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Portuguesa de Pneumologia (English Edition);Elsevier; ;PULMOE;2173-5115;;0;1;7;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revista Portuguesa de Saúde Pública;Elsevier; ;RPSP;0870-9025;;0;3;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revue de Stomatologie, de Chirurgie Maxillo-faciale et de Chirurgie Orale;Elsevier; ;JORMAS;2213-6533;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Revue Européenne de Psychologie Appliquée;Elsevier; ;ERAP;1162-9088;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Rhizosphere;Elsevier; ;RHISPH;2452-2198;2452-2198;3;0;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
RIBAGUA - Revista Iberoamericana del Agua;Elsevier; ;RIBA;2386-3781;;1;6;7;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Rice Science;Elsevier; ;RSCI;1672-6308;;0;5;14;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Robotics and Autonomous Systems;Elsevier; ;ROBOT;0921-8890;;0;0;33;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Robotics and Computer-Integrated Manufacturing;Elsevier; ;RCM;0736-5845;;0;1;16;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Russian Journal of Economics;Elsevier; ;RUJE;2405-4739;;0;5;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Safety and Health at Work;Elsevier; ;SHAW;2093-7911;2093-7997;0;6;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Safety Science;Elsevier; ;SAFETY;0925-7535;1879-1042;0;53;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Saudi Journal of Biological Sciences;Elsevier; ;SJBS;1319-562X;;8;34;38;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Saudi Journal of Ophthalmology;Elsevier; ;SJOPT;1319-4534;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Saudi Pharmaceutical Journal;Elsevier; ;SPJ;1319-0164;;4;5;26;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Scandinavian Journal of Management;Elsevier; ;SCAMAN;0956-5221;;0;0;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Schizophrenia Research;Elsevier; ;SCHRES;0920-9964;1573-2509;0;2;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Schizophrenia Research: Cognition;Elsevier; ;SCOG;2215-0013;2215-0013;0;2;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Science & Justice;Elsevier; ;SCIJUS;1355-0306;1876-4452;1;0;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Science & Sports;Elsevier; ;SCISPO;0765-1597;1778-4131;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Science Bulletin;Elsevier; ;SCIB;2095-9273;2095-9281;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Science of The Total Environment;Elsevier; ;STOTEN;0048-9697;1879-1026;23;206;152;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Scientia Horticulturae;Elsevier; ;HORTI;0304-4238;;2;19;26;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Scientia Iranica;Elsevier; ;SCIENT;1026-3098;;0;5;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Scripta Materialia;Elsevier; ;SMM;1359-6462;;0;3;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Scripta Metallurgica et Materialia;Elsevier; ;SMM;0956-716X;;1;0;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sedimentary Geology;Elsevier; ;SEDGEO;0037-0738;;0;0;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seizure;Elsevier; ;YSEIZ;1059-1311;1532-2688;0;1;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Arthritis and Rheumatism;Elsevier; ;YSARH;0049-0172;1532-866X;0;2;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Cancer Biology;Elsevier; ;YSCBI;1044-579X;1096-3650;0;15;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Cell & Developmental Biology;Elsevier; ;YSCDB;1084-9521;1096-3634;0;5;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Fetal and Neonatal Medicine;Elsevier; ;SFNM;1744-165X;1878-0946;0;7;21;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Hematology;Elsevier; ;YSHEM;0037-1963;1532-8686;0;4;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Immunology;Elsevier; ;YSMIM;1044-5323;1096-3618;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Nuclear Medicine;Elsevier; ;YSNUC;0001-2998;1558-4623;0;1;11;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Oncology;Elsevier; ;YSONC;0093-7754;1532-8708;0;0;7;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Orthodontics;Elsevier; ;YSODO;1073-8746;;1;6;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Pediatric Surgery;Elsevier; ;YSPSU;1055-8586;1532-9453;0;2;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Perinatology;Elsevier; ;YSPER;0146-0005;1558-075X;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Roentgenology;Elsevier; ;YSROE;0037-198X;1558-4658;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Spine Surgery;Elsevier; ;YSSPS;1040-7383;1558-4496;0;0;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Thoracic and Cardiovascular Surgery;Elsevier; ;YSTCS;1043-0679;1532-9488;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Seminars in Ultrasound, CT and MRI;Elsevier; ;YSULT;0887-2171;1558-5034;1;6;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sensing and Bio-Sensing Research;Elsevier; ;SBSR;2214-1804;;0;4;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sensors and Actuators A: Physical;Elsevier; ;SNA;0924-4247;;2;1;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sensors and Actuators B: Chemical;Elsevier; ;SNB;0925-4005;;1;1;11;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Separation and Purification Technology;Elsevier; ;SEPPUR;1383-5866;1873-3794;5;1;18;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sexual & Reproductive Healthcare;Elsevier; ;SRHC;1877-5756;1877-5764;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sexual Medicine;Elsevier; ;ESXM;2050-1161;;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
She Ji: The Journal of Design, Economics, and Innovation;Elsevier; ;SHEJI;2405-8726;2405-8718;1;4;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Signal Processing;Elsevier; ;SIGPRO;0165-1684;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Signal Processing: Image Communication;Elsevier; ;IMAGE;0923-5965;;0;1;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Simulation Modelling Practice and Theory;Elsevier; ;SIMPAT;1569-190X;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Singapore Dental Journal;Elsevier; ;SDJ;0377-5291;;0;1;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sleep Health;Elsevier; ;SLEH;2352-7218;;3;0;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sleep Medicine;Elsevier; ;SLEEP;1389-9457;1878-5506;0;0;6;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sleep Medicine Reviews;Elsevier; ;YSMRV;1087-0792;1532-2955;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sleep Science;Elsevier; ;SSCI;1984-0063;;0;4;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Small Ruminant Research;Elsevier; ;RUMIN;0921-4488;;0;8;21;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Social Networks;Elsevier; ;SON;0378-8733;;0;4;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Social Science & Medicine;Elsevier; ;SSM;0277-9536;1873-5347;3;7;30;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Social Science & Medicine (1967);Elsevier; ;SSM;0037-7856;;1;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Social Science Research;Elsevier; ;YSSRE;0049-089X;;1;3;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Socio-Economic Planning Sciences;Elsevier; ;SEPS;0038-0121;;0;2;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
SoftwareX;Elsevier; ;SOFTX;2352-7110;;4;1;22;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Soil and Tillage Research;Elsevier; ;STILL;0167-1987;;1;1;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Soil Biology and Biochemistry;Elsevier; ;SBB;0038-0717;;1;8;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Soil Dynamics and Earthquake Engineering;Elsevier; ;SDEE;0267-7261;;3;0;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Soils and Foundations;Elsevier; ;SANDF;0038-0806;;1;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solar Energy;Elsevier; ;SE;0038-092X;;0;6;13;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solar Energy Materials;Elsevier; ;SOLMAT;0165-1633;;0;1;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solar Energy Materials and Solar Cells;Elsevier; ;SOLMAT;0927-0248;;0;2;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solid Earth Sciences;Elsevier; ;SESCI;2451-912X;2451-912X;0;0;7;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solid State Communications;Elsevier; ;SSC;0038-1098;;0;9;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Solid State Ionics;Elsevier; ;SOSI;0167-2738;;0;2;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
South African Journal of Botany;Elsevier; ;SAJB;0254-6299;;1;9;24;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
South African Journal of Chemical Engineering;Elsevier; ;SAJCE;1026-9185;;3;4;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Space Policy;Elsevier; ;JSPA;0265-9646;1879-338X;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spanish Journal of Legal Medicine;Elsevier; ;REMLE;2445-4249;2445-4249;2;1;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spanish Journal of Marketing - ESIC;Elsevier; ;SJME;2444-9695;2444-9709;3;7;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spatial and Spatio-temporal Epidemiology;Elsevier; ;SSTE;1877-5845;1877-5853;0;1;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spatial Statistics;Elsevier; ;SPASTA;2211-6753;;0;3;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spectrochimica Acta;Elsevier; ;SAA;0371-1951;;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy;Elsevier; ;SAA;1386-1425;;0;6;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Spine Deformity;Elsevier; ;JSPD;2212-134X;2212-1358;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sport Management Review;Elsevier; ;SMR;1441-3523;;2;4;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
SSM - Population Health;Elsevier; ;SSMPH;2352-8273;2352-8273;0;11;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
St. Petersburg Polytechnical University Journal: Physics and Mathematics;Elsevier; ;SPJPM;2405-7223;2405-7223;1;0;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Statistics & Probability Letters;Elsevier; ;STAPRO;0167-7152;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Stem Cell Reports;Elsevier; ;STEMCR;2213-6711;;0;12;17;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Stem Cell Research;Elsevier; ;SCR;1873-5061;1876-7753;0;3;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Steroids;Elsevier; ;STE;0039-128X;1878-5867;0;1;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Stochastic Processes and their Applications;Elsevier; ;SPA;0304-4149;;2;1;4;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Structural Change and Economic Dynamics;Elsevier; ;STRECO;0954-349X;;0;2;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Structural Safety;Elsevier; ;STRUCS;0167-4730;;0;2;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Structure;Elsevier; ;STFODE;0969-2126;1878-4186;1;8;25;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Structures;Elsevier; ;ISTRUC;2352-0124;2352-0124;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Studies in Educational Evaluation;Elsevier; ;JSEE;0191-491X;;1;1;34;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Studies in History and Philosophy of Science Part A;Elsevier; ;SHPS;0039-3681;1879-2510;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences;Elsevier; ;SHPSC;1369-8486;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Studies in Mycology;Elsevier; ;SIMYCO;0166-0616;;0;10;28;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Suma de Negocios;Elsevier; ;SUMNEG;2215-910X;2215-910X;50;194;288;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Suma Psicológica;Elsevier; ;SUMPSI;0121-4381;2145-9797;2;20;32;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Superlattices and Microstructures;Elsevier; ;YSPMI;0749-6036;1096-3677;0;0;2;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surface and Coatings Technology;Elsevier; ;SCT;0257-8972;;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surface Science;Elsevier; ;SUSC;0039-6028;;0;1;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surface Technology;Elsevier; ;SCT;0376-4583;;1;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surgery;Elsevier; ;YMSY;0039-6060;1532-7361;1;3;6;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surgery (Oxford);Elsevier; ;MPSUR;0263-9319;1878-1764;0;10;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surgical Neurology;Elsevier; ;WNEU;0090-3019;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Surgical Oncology;Elsevier; ;SO;0960-7404;1879-3320;0;0;24;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Survey of Ophthalmology;Elsevier; ;SOP;0039-6257;1879-3304;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainability of Water Quality and Ecology;Elsevier; ;SWAQE;2212-6139;;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Chemistry and Pharmacy;Elsevier; ;SCP;2352-5541;2352-5541;0;4;8;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Cities and Society;Elsevier; ;SCS;2210-6707;;0;5;6;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Computing: Informatics and Systems;Elsevier; ;SUSCOM;2210-5379;;0;0;9;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Energy Technologies and Assessments;Elsevier; ;SETA;2213-1388;;2;2;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Energy, Grids and Networks;Elsevier; ;SEGAN;2352-4677;2352-4677;0;0;1;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Sustainable Environment Research;Elsevier; ;SERJ;2468-2039;2468-2039;0;10;5;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Swarm and Evolutionary Computation;Elsevier; ;SWEVO;2210-6502;;0;7;10;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Symposium (International) on Combustion;Elsevier; ;PROCI;0082-0784;;2;0;0;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
Synthetic and Systems Biotechnology;Elsevier; ;SYNBIO;2405-805X;2405-805X;0;0;3;CONCYTEC_JR1_SCIENCEDIRECT_03_2019 (1).csv;Institucion;Revista
